"GEO","SEX","AGE","TIME","VALUE","FLAGS","FOOTNOTES"
"BE341_81001","T","TOTAL","2011","28023","",""
"BE341_81003","T","TOTAL","2011","5122","",""
"BE341_81004","T","TOTAL","2011","15858","",""
"BE341_81013","T","TOTAL","2011","1731","",""
"BE341_81015","T","TOTAL","2011","7863","",""
"BE342","T","TOTAL","2011","46003","",""
"BE342_82003","T","TOTAL","2011","15059","",""
"BE342_82005","T","TOTAL","2011","3176","",""
"BE342_82009","T","TOTAL","2011","2236","",""
"BE342_82014","T","TOTAL","2011","5029","",""
"BE342_82032","T","TOTAL","2011","7536","",""
"BE342_82036","T","TOTAL","2011","5131","",""
"BE342_82037","T","TOTAL","2011","5394","",""
"BE342_82038","T","TOTAL","2011","2442","",""
"BE343","T","TOTAL","2011","55656","",""
"BE343_83012","T","TOTAL","2011","11186","",""
"BE343_83013","T","TOTAL","2011","3117","",""
"BE343_83028","T","TOTAL","2011","5600","",""
"BE343_83031","T","TOTAL","2011","4306","",""
"BE343_83034","T","TOTAL","2011","17418","",""
"BE343_83040","T","TOTAL","2011","5208","",""
"BE343_83044","T","TOTAL","2011","2688","",""
"BE343_83049","T","TOTAL","2011","2691","",""
"BE343_83055","T","TOTAL","2011","3442","",""
"BE344","T","TOTAL","2011","60460","",""
"BE344_84009","T","TOTAL","2011","8422","",""
"BE344_84010","T","TOTAL","2011","5467","",""
"BE344_84016","T","TOTAL","2011","1405","",""
"BE344_84029","T","TOTAL","2011","1557","",""
"BE344_84033","T","TOTAL","2011","4760","",""
"BE344_84035","T","TOTAL","2011","4851","",""
"BE344_84043","T","TOTAL","2011","7093","",""
"BE344_84050","T","TOTAL","2011","5208","",""
"BE344_84059","T","TOTAL","2011","5709","",""
"BE344_84068","T","TOTAL","2011","2500","",""
"BE344_84075","T","TOTAL","2011","3000","",""
"BE344_84077","T","TOTAL","2011","10488","",""
"BE345","T","TOTAL","2011","52489","",""
"BE345_85007","T","TOTAL","2011","5154","",""
"BE345_85009","T","TOTAL","2011","5602","",""
"BE345_85011","T","TOTAL","2011","5483","",""
"BE345_85024","T","TOTAL","2011","2738","",""
"BE345_85026","T","TOTAL","2011","4410","",""
"BE345_85034","T","TOTAL","2011","3314","",""
"BE345_85039","T","TOTAL","2011","3903","",""
"BE345_85045","T","TOTAL","2011","11587","",""
"BE345_85046","T","TOTAL","2011","8219","",""
"BE345_85047","T","TOTAL","2011","2079","",""
"BE35","T","TOTAL","2011","479386","",""
"BE351","T","TOTAL","2011","108301","",""
"BE351_91005","T","TOTAL","2011","7034","",""
"BE351_91013","T","TOTAL","2011","9005","",""
"BE351_91015","T","TOTAL","2011","3172","",""
"BE351_91030","T","TOTAL","2011","15714","",""
"BE351_91034","T","TOTAL","2011","13780","",""
"BE351_91054","T","TOTAL","2011","4465","",""
"BE351_91059","T","TOTAL","2011","7225","",""
"BE351_91064","T","TOTAL","2011","5057","",""
"BE351_91072","T","TOTAL","2011","4562","",""
"BE351_91103","T","TOTAL","2011","3130","",""
"BE351_91114","T","TOTAL","2011","12403","",""
"BE351_91120","T","TOTAL","2011","4963","",""
"BE351_91141","T","TOTAL","2011","9274","",""
"BE351_91142","T","TOTAL","2011","5664","",""
"BE351_91143","T","TOTAL","2011","2853","",""
"BE352","T","TOTAL","2011","304968","",""
"BE352_92003","T","TOTAL","2011","25537","",""
"BE352_92006","T","TOTAL","2011","6660","",""
"BE352_92035","T","TOTAL","2011","15275","",""
"BE352_92045","T","TOTAL","2011","7818","",""
"BE352_92048","T","TOTAL","2011","9904","",""
"BE352_92054","T","TOTAL","2011","6749","",""
"BE352_92087","T","TOTAL","2011","12711","",""
"BE352_92094","T","TOTAL","2011","110175","",""
"BE352_92097","T","TOTAL","2011","4697","",""
"BE352_92101","T","TOTAL","2011","11562","",""
"BE352_92114","T","TOTAL","2011","8140","",""
"BE352_92137","T","TOTAL","2011","27486","",""
"BE352_92138","T","TOTAL","2011","7150","",""
"BE352_92140","T","TOTAL","2011","18494","",""
"BE352_92141","T","TOTAL","2011","8861","",""
"BE352_92142","T","TOTAL","2011","23749","",""
"BE353","T","TOTAL","2011","66117","",""
"BE353_93010","T","TOTAL","2011","4833","",""
"BE353_93014","T","TOTAL","2011","13795","",""
"BE353_93018","T","TOTAL","2011","2896","",""
"BE353_93022","T","TOTAL","2011","11512","",""
"BE353_93056","T","TOTAL","2011","9053","",""
"BE353_93088","T","TOTAL","2011","18114","",""
"BE353_93090","T","TOTAL","2011","5914","",""
"BEZ","T","TOTAL","2011","0","",""
"BEZZ","T","TOTAL","2011","0","",""
"BEZZZ","T","TOTAL","2011","0","",""
"BEZZZ_ZZ","T","TOTAL","2011","0","",""
